CustomerID,Total_Sales,Order_Count,Average_Order_Value,Cluster,Cluster Name
CUST0185,69687.5,8,8710.9375,0,Occasional / Lower-Value Customers
CUST0186,220355.0,10,22035.5,0,Occasional / Lower-Value Customers
CUST0187,128557.5,7,18365.35714285714,0,Occasional / Lower-Value Customers
CUST0188,71120.0,3,23706.666666666668,0,Occasional / Lower-Value Customers
CUST0189,194910.0,3,64970.0,2,High-AOV Customers
CUST0190,454367.5,17,26727.5,1,Frequent Customers
CUST0191,19940.0,5,3988.0,0,Occasional / Lower-Value Customers
CUST0192,747405.0,8,93425.625,2,High-AOV Customers
CUST0193,315675.0,8,39459.375,0,Occasional / Lower-Value Customers
CUST0194,87100.0,2,43550.0,0,Occasional / Lower-Value Customers
CUST0195,700225.0,13,53863.46153846154,1,Frequent Customers
CUST0196,25195.0,4,6298.75,0,Occasional / Lower-Value Customers
CUST0197,51810.0,4,12952.5,0,Occasional / Lower-Value Customers
CUST0198,183135.0,9,20348.333333333332,0,Occasional / Lower-Value Customers
CUST0199,107640.0,4,26910.0,0,Occasional / Lower-Value Customers
CUST0200,332880.0,8,41610.0,0,Occasional / Lower-Value Customers
CUST0201,243485.0,9,27053.88888888889,0,Occasional / Lower-Value Customers
CUST0202,253060.0,5,50612.0,2,High-AOV Customers
CUST0203,132902.5,12,11075.208333333334,1,Frequent Customers
CUST0204,104422.5,8,13052.8125,0,Occasional / Lower-Value Customers
CUST0205,17010.0,3,5670.0,0,Occasional / Lower-Value Customers
CUST0206,168180.0,11,15289.09090909091,0,Occasional / Lower-Value Customers
CUST0207,143565.0,5,28713.0,0,Occasional / Lower-Value Customers
CUST0208,1411237.5,15,94082.5,2,High-AOV Customers
CUST0209,179245.0,13,13788.076923076924,1,Frequent Customers
CUST0210,18855.0,2,9427.5,0,Occasional / Lower-Value Customers
CUST0211,299205.0,6,49867.5,2,High-AOV Customers
CUST0212,99710.0,6,16618.333333333332,0,Occasional / Lower-Value Customers
CUST0213,229045.0,9,25449.444444444445,0,Occasional / Lower-Value Customers
CUST0214,344295.0,16,21518.4375,1,Frequent Customers
CUST0215,378940.0,18,21052.222222222223,1,Frequent Customers
CUST0216,292837.5,11,26621.590909090908,1,Frequent Customers
CUST0217,292230.0,14,20873.571428571428,1,Frequent Customers
CUST0218,196810.0,5,39362.0,0,Occasional / Lower-Value Customers
CUST0219,270342.5,14,19310.178571428572,1,Frequent Customers
CUST0220,436815.0,9,48535.0,2,High-AOV Customers
CUST0221,153780.0,2,76890.0,2,High-AOV Customers
CUST0222,56340.0,3,18780.0,0,Occasional / Lower-Value Customers
CUST0223,460887.5,13,35452.88461538462,1,Frequent Customers
CUST0224,406445.0,11,36949.545454545456,1,Frequent Customers
CUST0225,295887.5,10,29588.75,0,Occasional / Lower-Value Customers
CUST0226,14320.0,4,3580.0,0,Occasional / Lower-Value Customers
CUST0227,88565.0,4,22141.25,0,Occasional / Lower-Value Customers
CUST0228,750245.0,16,46890.3125,1,Frequent Customers
CUST0229,1347560.0,16,84222.5,2,High-AOV Customers
CUST0230,132980.0,9,14775.555555555555,0,Occasional / Lower-Value Customers
CUST0231,28720.0,7,4102.857142857143,0,Occasional / Lower-Value Customers
CUST0232,41962.5,6,6993.75,0,Occasional / Lower-Value Customers
CUST0233,29565.0,5,5913.0,0,Occasional / Lower-Value Customers
CUST0234,147810.0,5,29562.0,0,Occasional / Lower-Value Customers
CUST0235,520075.0,10,52007.5,2,High-AOV Customers
CUST0236,117150.0,4,29287.5,0,Occasional / Lower-Value Customers
CUST0237,47520.0,2,23760.0,0,Occasional / Lower-Value Customers
CUST0238,192880.0,11,17534.545454545456,1,Frequent Customers
CUST0239,18375.0,2,9187.5,0,Occasional / Lower-Value Customers
CUST0240,114285.0,6,19047.5,0,Occasional / Lower-Value Customers
CUST0241,56640.0,4,14160.0,0,Occasional / Lower-Value Customers
CUST0242,189190.0,6,31531.666666666668,0,Occasional / Lower-Value Customers
CUST0243,396895.0,8,49611.875,2,High-AOV Customers
CUST0244,722765.0,11,65705.90909090909,2,High-AOV Customers
CUST0245,335600.0,6,55933.333333333336,2,High-AOV Customers
CUST0246,105380.0,7,15054.285714285714,0,Occasional / Lower-Value Customers
CUST0247,59530.0,3,19843.333333333332,0,Occasional / Lower-Value Customers
CUST0248,134400.0,8,16800.0,0,Occasional / Lower-Value Customers
CUST0249,268600.0,5,53720.0,2,High-AOV Customers
CUST0250,715090.0,9,79454.44444444444,2,High-AOV Customers
CUST0251,464520.0,22,21114.545454545456,1,Frequent Customers
CUST0252,385615.0,14,27543.928571428572,1,Frequent Customers
CUST0253,125350.0,6,20891.666666666668,0,Occasional / Lower-Value Customers
CUST0254,37860.0,5,7572.0,0,Occasional / Lower-Value Customers
CUST0255,59870.0,6,9978.333333333334,0,Occasional / Lower-Value Customers
CUST0256,176005.0,13,13538.846153846154,1,Frequent Customers
CUST0257,136390.0,9,15154.444444444445,0,Occasional / Lower-Value Customers
CUST0258,140790.0,9,15643.333333333334,0,Occasional / Lower-Value Customers
CUST0259,249695.0,15,16646.333333333332,1,Frequent Customers
CUST0260,316100.0,5,63220.0,2,High-AOV Customers
CUST0261,62910.0,3,20970.0,0,Occasional / Lower-Value Customers
CUST0262,391907.5,8,48988.4375,2,High-AOV Customers
CUST0263,257730.0,11,23430.0,1,Frequent Customers
CUST0264,468270.0,12,39022.5,1,Frequent Customers
CUST0265,118060.0,7,16865.714285714286,0,Occasional / Lower-Value Customers
CUST0266,194847.5,4,48711.875,0,Occasional / Lower-Value Customers
CUST0267,35280.0,7,5040.0,0,Occasional / Lower-Value Customers
CUST0268,41947.5,5,8389.5,0,Occasional / Lower-Value Customers
CUST0269,105835.0,7,15119.285714285714,0,Occasional / Lower-Value Customers
CUST0270,12780.0,3,4260.0,0,Occasional / Lower-Value Customers
CUST0271,113850.0,7,16264.285714285714,0,Occasional / Lower-Value Customers
CUST0272,105722.5,4,26430.625,0,Occasional / Lower-Value Customers
CUST0273,347635.0,13,26741.153846153848,1,Frequent Customers
CUST0274,293605.0,18,16311.388888888889,1,Frequent Customers
CUST0275,26720.0,3,8906.666666666666,0,Occasional / Lower-Value Customers
CUST0276,85340.0,8,10667.5,0,Occasional / Lower-Value Customers
CUST0277,49070.0,7,7010.0,0,Occasional / Lower-Value Customers
CUST0278,367545.0,8,45943.125,2,High-AOV Customers
CUST0279,98115.0,4,24528.75,0,Occasional / Lower-Value Customers
CUST0280,118420.0,6,19736.666666666668,0,Occasional / Lower-Value Customers
CUST0281,406635.0,17,23919.70588235294,1,Frequent Customers
CUST0282,9620.0,3,3206.6666666666665,0,Occasional / Lower-Value Customers
CUST0283,129020.0,5,25804.0,0,Occasional / Lower-Value Customers
CUST0284,75612.5,10,7561.25,0,Occasional / Lower-Value Customers
CUST0285,53390.0,4,13347.5,0,Occasional / Lower-Value Customers
CUST0286,167760.0,6,27960.0,0,Occasional / Lower-Value Customers
CUST0287,164215.0,13,12631.923076923076,1,Frequent Customers
CUST0288,109800.0,3,36600.0,0,Occasional / Lower-Value Customers
CUST0289,711547.5,21,33883.21428571428,1,Frequent Customers
CUST0290,55305.0,3,18435.0,0,Occasional / Lower-Value Customers
CUST0291,1254795.0,15,83653.0,2,High-AOV Customers
CUST0292,460730.0,19,24248.947368421053,1,Frequent Customers
CUST0293,279532.5,10,27953.25,0,Occasional / Lower-Value Customers
CUST0294,21060.0,2,10530.0,0,Occasional / Lower-Value Customers
CUST0295,281025.0,6,46837.5,0,Occasional / Lower-Value Customers
CUST0296,39900.0,1,39900.0,0,Occasional / Lower-Value Customers
CUST0297,78245.0,3,26081.666666666668,0,Occasional / Lower-Value Customers
CUST0298,455405.0,17,26788.529411764706,1,Frequent Customers
CUST0299,118190.0,7,16884.285714285714,0,Occasional / Lower-Value Customers
CUST0300,124610.0,5,24922.0,0,Occasional / Lower-Value Customers
CUST0301,310477.5,13,23882.884615384617,1,Frequent Customers
CUST0302,348020.0,11,31638.18181818182,1,Frequent Customers
CUST0303,398710.0,8,49838.75,2,High-AOV Customers
CUST0304,264545.0,10,26454.5,0,Occasional / Lower-Value Customers
CUST0305,1035900.0,8,129487.5,2,High-AOV Customers
CUST0306,440545.0,7,62935.0,2,High-AOV Customers
CUST0307,354810.0,11,32255.454545454544,1,Frequent Customers
CUST0308,88150.0,7,12592.857142857143,0,Occasional / Lower-Value Customers
CUST0309,32125.0,3,10708.333333333334,0,Occasional / Lower-Value Customers
CUST0310,244770.0,7,34967.142857142855,0,Occasional / Lower-Value Customers
CUST0311,92850.0,8,11606.25,0,Occasional / Lower-Value Customers
CUST0312,187865.0,11,17078.636363636364,1,Frequent Customers
CUST0313,185655.0,7,26522.14285714286,0,Occasional / Lower-Value Customers
CUST0314,387007.5,17,22765.147058823528,1,Frequent Customers
CUST0315,442565.0,17,26033.235294117647,1,Frequent Customers
CUST0316,492727.5,10,49272.75,2,High-AOV Customers
CUST0317,104640.0,5,20928.0,0,Occasional / Lower-Value Customers
CUST0318,169020.0,7,24145.714285714286,0,Occasional / Lower-Value Customers
CUST0319,661057.5,19,34792.5,1,Frequent Customers
CUST0320,62430.0,4,15607.5,0,Occasional / Lower-Value Customers
CUST0321,118080.0,5,23616.0,0,Occasional / Lower-Value Customers
CUST0322,45495.0,4,11373.75,0,Occasional / Lower-Value Customers
CUST0323,262605.0,6,43767.5,0,Occasional / Lower-Value Customers
CUST0324,67045.0,5,13409.0,0,Occasional / Lower-Value Customers
CUST0325,351510.0,15,23434.0,1,Frequent Customers
CUST0326,94267.5,8,11783.4375,0,Occasional / Lower-Value Customers
CUST0327,101970.0,5,20394.0,0,Occasional / Lower-Value Customers
CUST0328,81480.0,4,20370.0,0,Occasional / Lower-Value Customers
CUST0329,189515.0,7,27073.571428571428,0,Occasional / Lower-Value Customers
CUST0330,52440.0,4,13110.0,0,Occasional / Lower-Value Customers
CUST0331,12105.0,5,2421.0,0,Occasional / Lower-Value Customers
CUST0332,315122.5,14,22508.75,1,Frequent Customers
CUST0333,501332.5,14,35809.46428571428,1,Frequent Customers
CUST0334,330160.0,20,16508.0,1,Frequent Customers
CUST0335,910800.0,10,91080.0,2,High-AOV Customers
CUST0336,44590.0,4,11147.5,0,Occasional / Lower-Value Customers
CUST0337,176617.5,7,25231.071428571428,0,Occasional / Lower-Value Customers
CUST0338,305040.0,14,21788.571428571428,1,Frequent Customers
CUST0339,281375.0,5,56275.0,2,High-AOV Customers
CUST0340,124650.0,10,12465.0,0,Occasional / Lower-Value Customers
CUST0341,150762.5,12,12563.541666666666,1,Frequent Customers
CUST0342,195670.0,6,32611.666666666668,0,Occasional / Lower-Value Customers
CUST0343,509640.0,24,21235.0,1,Frequent Customers
CUST0344,93360.0,6,15560.0,0,Occasional / Lower-Value Customers
CUST0345,9320.0,3,3106.6666666666665,0,Occasional / Lower-Value Customers
CUST0346,13800.0,3,4600.0,0,Occasional / Lower-Value Customers
CUST0347,139980.0,7,19997.14285714286,0,Occasional / Lower-Value Customers
CUST0348,53227.5,6,8871.25,0,Occasional / Lower-Value Customers
CUST0349,296865.0,15,19791.0,1,Frequent Customers
CUST0350,91905.0,4,22976.25,0,Occasional / Lower-Value Customers
CUST0351,112240.0,9,12471.111111111111,0,Occasional / Lower-Value Customers
CUST0352,160810.0,6,26801.666666666668,0,Occasional / Lower-Value Customers
CUST0353,281425.0,14,20101.785714285714,1,Frequent Customers
CUST0354,48340.0,6,8056.666666666667,0,Occasional / Lower-Value Customers
CUST0355,142040.0,4,35510.0,0,Occasional / Lower-Value Customers
CUST0356,175535.0,5,35107.0,0,Occasional / Lower-Value Customers
CUST0357,69000.0,9,7666.666666666667,0,Occasional / Lower-Value Customers
CUST0358,502185.0,14,35870.357142857145,1,Frequent Customers
CUST0359,722482.5,22,32840.11363636364,1,Frequent Customers
CUST0360,137765.0,6,22960.833333333332,0,Occasional / Lower-Value Customers
CUST0361,203700.0,3,67900.0,2,High-AOV Customers
CUST0362,750075.0,18,41670.833333333336,1,Frequent Customers
CUST0363,329550.0,13,25350.0,1,Frequent Customers
CUST0364,160735.0,7,22962.14285714286,0,Occasional / Lower-Value Customers
CUST0365,234900.0,4,58725.0,2,High-AOV Customers
CUST0366,85830.0,4,21457.5,0,Occasional / Lower-Value Customers
CUST0367,15727.5,4,3931.875,0,Occasional / Lower-Value Customers
CUST0368,593300.0,4,148325.0,2,High-AOV Customers
CUST0369,50247.5,4,12561.875,0,Occasional / Lower-Value Customers
CUST0370,271975.0,9,30219.444444444445,0,Occasional / Lower-Value Customers
CUST0371,5055.0,2,2527.5,0,Occasional / Lower-Value Customers
CUST0372,162152.5,12,13512.708333333334,1,Frequent Customers
CUST0373,130230.0,5,26046.0,0,Occasional / Lower-Value Customers
CUST0374,494097.5,22,22458.977272727272,1,Frequent Customers
CUST0375,207970.0,10,20797.0,0,Occasional / Lower-Value Customers
CUST0376,113380.0,7,16197.142857142857,0,Occasional / Lower-Value Customers
CUST0377,63900.0,2,31950.0,0,Occasional / Lower-Value Customers
CUST0378,327327.5,17,19254.558823529413,1,Frequent Customers
CUST0379,85245.0,6,14207.5,0,Occasional / Lower-Value Customers
CUST0380,141830.0,10,14183.0,0,Occasional / Lower-Value Customers
CUST0381,15000.0,1,15000.0,0,Occasional / Lower-Value Customers
CUST0382,247050.0,4,61762.5,2,High-AOV Customers
CUST0383,392960.0,16,24560.0,1,Frequent Customers
CUST0384,680555.0,9,75617.22222222222,2,High-AOV Customers
CUST0385,235240.0,10,23524.0,0,Occasional / Lower-Value Customers
CUST0386,235782.5,16,14736.40625,1,Frequent Customers
CUST0387,77950.0,6,12991.666666666666,0,Occasional / Lower-Value Customers
CUST0388,191535.0,13,14733.461538461539,1,Frequent Customers
CUST0389,145205.0,4,36301.25,0,Occasional / Lower-Value Customers
CUST0390,263580.0,8,32947.5,0,Occasional / Lower-Value Customers
CUST0391,159215.0,8,19901.875,0,Occasional / Lower-Value Customers
CUST0392,134150.0,10,13415.0,0,Occasional / Lower-Value Customers
CUST0393,206400.0,7,29485.714285714286,0,Occasional / Lower-Value Customers
CUST0394,175800.0,5,35160.0,0,Occasional / Lower-Value Customers
CUST0395,220455.0,6,36742.5,0,Occasional / Lower-Value Customers
CUST0396,240992.5,17,14176.029411764706,1,Frequent Customers
CUST0397,45565.0,4,11391.25,0,Occasional / Lower-Value Customers
CUST0398,255460.0,8,31932.5,0,Occasional / Lower-Value Customers
CUST0399,101660.0,5,20332.0,0,Occasional / Lower-Value Customers
CUST0400,190585.0,11,17325.909090909092,1,Frequent Customers
CUST0401,298807.5,21,14228.92857142857,1,Frequent Customers
CUST0402,291050.0,18,16169.444444444445,1,Frequent Customers
CUST0403,117650.0,5,23530.0,0,Occasional / Lower-Value Customers
CUST0404,314875.0,7,44982.142857142855,0,Occasional / Lower-Value Customers
CUST0405,340652.5,17,20038.382352941175,1,Frequent Customers
CUST0406,11700.0,1,11700.0,0,Occasional / Lower-Value Customers
CUST0407,158060.0,8,19757.5,0,Occasional / Lower-Value Customers
CUST0408,217810.0,7,31115.714285714286,0,Occasional / Lower-Value Customers
CUST0409,95615.0,7,13659.285714285714,0,Occasional / Lower-Value Customers
CUST0410,289615.0,16,18100.9375,1,Frequent Customers
CUST0411,1140912.5,9,126768.05555555556,2,High-AOV Customers
CUST0412,974472.5,9,108274.72222222222,2,High-AOV Customers
CUST0413,347352.5,13,26719.423076923078,1,Frequent Customers
